-89.5,-179.5,67.713,7.627,492.155,13.648,30.519
-89.5,-178.5,67.707,7.627,492.157,13.647,30.516
-89.5,-177.5,67.701,7.627,492.158,13.648,30.519
-89.5,-176.5,67.695,7.627,492.16,13.648,30.522
-89.5,-175.5,67.689,7.627,492.162,13.647,30.519
-89.5,-174.5,67.682,7.627,492.163,13.648,30.523
-89.5,-173.5,67.676,7.627,492.165,13.648,30.528
-89.5,-172.5,67.67,7.627,492.166,13.645,30.523
-89.5,-171.5,67.664,7.627,492.168,13.645,30.523
-89.5,-170.5,67.658,7.627,492.169,13.645,30.525
-89.5,-169.5,67.652,7.627,492.171,13.645,30.526
-89.5,-168.5,67.646,7.627,492.172,13.646,30.527
-89.5,-167.5,67.64,7.627,492.173,13.646,30.527
-89.5,-166.5,67.634,7.627,492.175,13.648,30.53
-89.5,-165.5,67.629,7.627,492.176,13.647,30.525
-89.5,-164.5,67.623,7.627,492.177,13.646,30.53
-89.5,-163.5,67.617,7.627,492.179,13.645,30.532
-89.5,-162.5,67.611,7.627,492.18,13.644,30.535
-89.5,-161.5,67.606,7.627,492.181,13.644,30.536
-89.5,-160.5,67.6,7.627,492.182,13.645,30.537
-89.5,-159.5,67.594,7.627,492.183,13.645,30.537
-89.5,-158.5,67.589,7.627,492.184,13.647,30.537
-89.5,-157.5,67.584,7.627,492.185,13.645,30.538
-89.5,-156.5,67.578,7.627,492.185,13.646,30.541
-89.5,-155.5,67.573,7.627,492.186,13.647,30.543
-89.5,-154.5,67.568,7.627,492.187,13.646,30.542
-89.5,-153.5,67.562,7.627,492.188,13.646,30.538
-89.5,-152.5,67.557,7.627,492.188,13.646,30.536
-89.5,-151.5,67.552,7.627,492.189,13.645,30.536
-89.5,-150.5,67.547,7.627,492.189,13.644,30.538
-89.5,-149.5,67.542,7.627,492.19,13.645,30.545
-89.5,-148.5,67.537,7.627,492.19,13.644,30.551
-89.5,-147.5,67.532,7.627,492.191,13.644,30.553
-89.5,-146.5,67.528,7.627,492.191,13.644,30.556
-89.5,-145.5,67.523,7.627,492.191,13.644,30.559
-89.5,-144.5,67.518,7.627,492.192,13.644,30.557
-89.5,-143.5,67.514,7.627,492.192,13.641,30.559
-89.5,-142.5,67.509,7.627,492.192,13.642,30.56
-89.5,-141.5,67.505,7.627,492.193,13.643,30.56
-89.5,-140.5,67.501,7.627,492.193,13.641,30.559
-89.5,-139.5,67.497,7.627,492.193,13.642,30.559
-89.5,-138.5,67.493,7.627,492.193,13.642,30.559
-89.5,-137.5,67.489,7.627,492.193,13.642,30.56
-89.5,-136.5,67.485,7.627,492.193,13.643,30.565
-89.5,-135.5,67.481,7.627,492.192,13.642,30.568
-89.5,-134.5,67.477,7.627,492.192,13.642,30.566
-89.5,-133.5,67.473,7.627,492.192,13.639,30.558
-89.5,-132.5,67.47,7.627,492.192,13.639,30.56
-89.5,-131.5,67.466,7.627,492.191,13.642,30.558
-89.5,-130.5,67.463,7.627,492.191,13.642,30.558
-89.5,-129.5,67.459,7.627,492.19,13.642,30.557
-89.5,-128.5,67.456,7.627,492.19,13.642,30.553
-89.5,-127.5,67.453,7.627,492.189,13.641,30.554
-89.5,-126.5,67.45,7.627,492.188,13.64,30.555
-89.5,-125.5,67.447,7.627,492.188,13.639,30.552
-89.5,-124.5,67.444,7.627,492.187,13.64,30.554
-89.5,-123.5,67.441,7.627,492.186,13.638,30.549
-89.5,-122.5,67.439,7.627,492.185,13.638,30.549
-89.5,-121.5,67.436,7.627,492.184,13.639,30.549
-89.5,-120.5,67.434,7.627,492.183,13.639,30.546
-89.5,-119.5,67.431,7.627,492.183,13.638,30.549
-89.5,-118.5,67.429,7.627,492.181,13.638,30.552
