-89.5,-179.5,92.616,14.928,297.815,23.744,50.241
-89.5,-178.5,92.613,14.928,297.815,23.744,50.238
-89.5,-177.5,92.61,14.928,297.814,23.743,50.235
-89.5,-176.5,92.607,14.928,297.814,23.743,50.232
-89.5,-175.5,92.604,14.928,297.814,23.741,50.229
-89.5,-174.5,92.602,14.928,297.814,23.744,50.226
-89.5,-173.5,92.599,14.928,297.814,23.743,50.223
-89.5,-172.5,92.596,14.928,297.814,23.743,50.222
-89.5,-171.5,92.594,14.928,297.814,23.744,50.222
-89.5,-170.5,92.591,14.928,297.814,23.744,50.222
-89.5,-169.5,92.589,14.928,297.814,23.743,50.221
-89.5,-168.5,92.587,14.928,297.813,23.744,50.221
-89.5,-167.5,92.585,14.928,297.813,23.743,50.221
-89.5,-166.5,92.583,14.928,297.813,23.745,50.22
-89.5,-165.5,92.581,14.928,297.813,23.745,50.219
-89.5,-164.5,92.579,14.928,297.813,23.745,50.218
-89.5,-163.5,92.577,14.928,297.813,23.747,50.218
-89.5,-162.5,92.575,14.928,297.813,23.749,50.217
-89.5,-161.5,92.573,14.928,297.813,23.749,50.216
-89.5,-160.5,92.572,14.928,297.813,23.749,50.219
-89.5,-159.5,92.57,14.928,297.812,23.751,50.222
-89.5,-158.5,92.569,14.928,297.812,23.749,50.225
-89.5,-157.5,92.568,14.928,297.812,23.748,50.229
-89.5,-156.5,92.566,14.928,297.812,23.749,50.232
-89.5,-155.5,92.565,14.928,297.812,23.751,50.235
-89.5,-154.5,92.564,14.928,297.812,23.751,50.235
-89.5,-153.5,92.563,14.928,297.811,23.752,50.233
-89.5,-152.5,92.562,14.928,297.811,23.754,50.226
-89.5,-151.5,92.562,14.928,297.811,23.754,50.22
-89.5,-150.5,92.561,14.928,297.811,23.751,50.221
-89.5,-149.5,92.56,14.928,297.811,23.751,50.223
-89.5,-148.5,92.56,14.928,297.81,23.75,50.226
-89.5,-147.5,92.559,14.928,297.81,23.748,50.23
-89.5,-146.5,92.559,14.928,297.81,23.747,50.234
-89.5,-145.5,92.559,14.928,297.81,23.747,50.232
-89.5,-144.5,92.559,14.928,297.81,23.748,50.235
-89.5,-143.5,92.559,14.928,297.81,23.745,50.24
-89.5,-142.5,92.559,14.928,297.809,23.747,50.242
-89.5,-141.5,92.559,14.928,297.809,23.747,50.245
-89.5,-140.5,92.559,14.928,297.809,23.747,50.241
-89.5,-139.5,92.56,14.928,297.809,23.748,50.24
-89.5,-138.5,92.56,14.928,297.808,23.747,50.243
-89.5,-137.5,92.561,14.928,297.808,23.747,50.245
-89.5,-136.5,92.561,14.928,297.808,23.746,50.247
-89.5,-135.5,92.562,14.928,297.808,23.746,50.249
-89.5,-134.5,92.563,14.928,297.807,23.746,50.251
-89.5,-133.5,92.564,14.928,297.807,23.744,50.254
-89.5,-132.5,92.565,14.928,297.807,23.744,50.256
-89.5,-131.5,92.566,14.928,297.807,23.746,50.259
-89.5,-130.5,92.567,14.928,297.806,23.746,50.26
-89.5,-129.5,92.568,14.928,297.806,23.743,50.256
-89.5,-128.5,92.569,14.928,297.806,23.742,50.255
-89.5,-127.5,92.571,14.928,297.806,23.736,50.248
