lat,lon,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec
-11.50,302.50,77.07,110.92,126.67,101.12,72.01,46.95,32.30,21.35,14.38,12.81,13.07,31.11
-11.50,303.50,93.18,133.79,144.93,117.37,82.67,53.44,36.54,24.02,16.03,14.81,16.06,40.99
-11.50,304.50,92.68,135.04,143.65,114.82,80.85,51.47,34.67,22.41,14.69,13.55,15.90,43.57
-11.50,305.50,72.72,107.26,118.65,95.78,68.50,43.13,28.90,18.61,12.13,10.97,12.73,35.68
-11.50,306.50,65.93,95.44,112.45,95.19,68.82,43.25,28.94,18.61,12.19,10.97,13.02,33.41
-11.50,307.50,67.14,92.86,108.74,94.97,71.48,44.99,30.11,19.30,12.77,11.31,13.68,33.55
-11.50,308.50,71.17,94.63,116.46,108.35,84.71,54.94,37.17,24.08,16.17,13.86,16.02,33.64
-11.50,309.50,59.03,77.80,104.71,103.14,82.13,54.40,37.42,24.55,16.38,13.85,14.07,27.58
-11.50,310.50,41.97,59.62,90.66,95.19,76.95,51.18,35.35,23.34,15.74,12.70,11.66,19.34
-11.50,311.50,37.03,51.71,81.10,87.40,72.58,48.87,34.02,22.61,15.53,12.14,11.54,17.37
-11.50,312.50,34.60,47.64,73.51,79.67,64.64,42.89,29.62,19.50,13.03,9.98,9.82,16.24
-11.50,313.50,21.76,30.25,47.08,50.58,40.67,26.83,18.37,11.96,7.78,6.13,5.85,10.30
-11.50,314.50,8.89,12.98,18.70,21.59,18.32,12.25,8.37,5.46,3.58,3.26,3.56,4.98
-11.50,315.50,5.75,8.33,10.31,12.38,10.48,6.95,4.67,3.00,1.97,1.93,2.56,3.43
-11.50,316.50,4.40,6.05,6.64,7.06,5.93,4.07,2.82,1.88,1.31,1.30,1.90,2.26
-11.50,317.50,3.73,4.43,4.89,4.80,3.99,2.83,2.05,1.42,1.02,1.03,1.53,2.19
-11.50,318.50,2.06,2.42,2.17,1.82,1.17,0.70,0.48,0.32,0.23,0.45,0.81,1.01
-11.50,320.50,4.64,5.98,4.84,4.28,3.10,1.73,1.06,0.71,0.57,1.30,1.90,1.40
-11.50,321.50,4.91,6.32,6.56,7.24,9.31,8.35,6.85,5.11,4.07,3.67,3.24,2.61
-10.50,18.50,25.10,31.64,43.90,48.83,39.54,25.05,16.58,10.62,7.16,5.85,7.55,13.97
-10.50,19.50,32.55,41.65,57.87,62.88,48.31,29.76,19.27,12.05,7.68,5.79,7.49,15.64
-10.50,20.50,38.56,51.94,70.54,71.90,53.39,32.90,21.36,13.39,8.40,6.28,7.66,15.85
-10.50,21.50,40.00,57.35,72.28,68.86,51.03,31.81,20.92,13.28,8.44,6.43,6.95,13.86
-10.50,22.50,36.45,56.08,70.93,66.31,49.81,32.08,21.78,14.23,9.38,7.43,7.44,14.36
-10.50,23.50,39.53,57.99,72.15,66.47,50.06,32.69,22.50,14.87,9.84,7.95,8.25,16.47
-10.50,24.50,38.61,56.34,69.94,60.43,44.23,28.47,19.41,12.72,8.32,6.73,7.23,14.89
-10.50,25.50,28.46,40.79,54.12,47.38,34.69,22.46,15.43,10.19,6.70,5.49,6.56,11.76
-10.50,26.50,23.77,36.33,50.24,43.29,31.33,20.16,13.77,9.04,5.89,4.56,5.75,9.99
-10.50,27.50,23.05,37.14,50.88,44.81,32.05,20.36,13.71,8.86,5.67,4.26,5.42,8.72
-10.50,28.50,34.70,50.41,67.74,60.87,44.59,28.82,19.75,13.01,8.40,6.24,6.54,11.23
-10.50,29.50,38.69,57.22,81.34,73.51,54.66,36.00,25.15,16.86,11.06,8.34,8.26,14.00
-10.50,30.50,35.34,54.74,77.78,69.27,51.18,33.50,23.26,15.50,10.08,7.43,7.38,13.62
-10.50,31.50,27.18,41.91,59.72,52.40,38.61,25.06,17.22,11.35,7.28,5.29,5.50,9.58
-10.50,33.50,6.40,10.66,17.03,20.68,16.35,10.74,7.41,4.88,3.13,2.20,1.77,2.58
-10.50,34.50,8.08,13.09,22.40,28.73,22.70,14.98,10.40,6.90,4.46,3.15,2.45,3.31
-10.50,35.50,3.65,6.13,11.07,13.53,10.80,6.88,4.61,2.95,1.83,1.23,0.97,1.37
-10.50,283.50,5.58,6.45,9.01,8.51,6.80,5.02,3.90,2.85,2.09,1.88,2.38,3.70
-10.50,284.50,15.32,17.49,23.13,19.36,14.08,10.26,7.99,5.85,4.23,3.98,5.91,10.17
-10.50,285.50,14.55,16.73,20.85,17.49,13.62,10.18,8.11,5.97,4.23,3.73,5.28,9.53
-10.50,286.50,10.39,12.45,16.36,15.66,13.06,9.81,7.56,5.30,3.59,2.91,3.59,6.43
-10.50,287.50,81.27,101.30,134.25,135.60,117.22,87.02,64.41,44.14,29.65,23.76,26.03,47.90
-10.50,288.50,45.71,62.48,85.36,85.76,70.80,50.13,36.00,24.32,16.15,13.54,13.66,24.61
-10.50,289.50,42.13,60.11,83.99,84.22,68.34,45.96,32.36,21.75,14.34,12.41,12.42,21.67
-10.50,290.50,47.29,72.65,104.62,103.67,82.24,53.40,36.86,24.39,15.98,13.77,13.59,22.99
-10.50,291.50,41.94,67.76,100.19,105.43,83.37,53.70,36.91,24.22,15.97,13.11,12.20,19.12
-10.50,292.50,47.97,77.73,119.63,130.98,103.08,67.62,46.54,30.39,20.00,16.17,14.88,21.95
-10.50,293.50,47.41,77.93,115.30,122.04,99.74,66.31,46.00,30.03,19.90,15.86,15.07,21.18
-10.50,294.50,51.99,77.89,110.38,113.80,92.70,62.50,43.65,28.63,19.29,15.44,14.03,22.37
-10.50,295.50,64.90,90.57,124.00,124.21,100.61,67.48,46.41,30.44,20.79,16.48,14.87,26.38
-10.50,296.50,115.16,163.01,223.97,217.46,167.54,111.77,77.26,51.40,35.30,28.66,26.82,48.42
-10.50,297.50,116.43,166.17,229.15,230.82,174.06,115.76,80.18,53.33,36.09,29.82,27.81,47.81
-10.50,298.50,110.16,165.43,228.22,223.71,169.47,111.66,76.75,50.76,34.21,28.43,25.54,44.85
-10.50,299.50,122.05,177.36,241.07,222.17,167.74,109.82,74.94,49.18,32.88,26.63,24.91,48.67
-10.50,300.50,150.99,211.55,276.16,234.04,168.79,108.20,72.94,47.29,31.52,25.51,25.47,62.26
-10.50,301.50,76.33,106.61,134.97,110.68,78.36,50.69,34.57,22.63,15.35,12.79,12.98,32.42
-10.50,302.50,78.26,110.66,134.25,108.78,77.46,50.29,34.49,22.74,15.44,13.45,13.98,34.75
-10.50,303.50,97.56,134.95,161.69,129.48,90.68,58.26,39.72,26.00,17.45,15.78,18.87,47.43
-10.50,304.50,100.51,141.06,166.48,133.84,93.03,59.01,39.96,25.99,17.18,15.65,20.17,50.43
-10.50,305.50,91.25,124.54,154.32,130.78,92.96,58.87,39.89,25.98,17.12,14.94,17.33,45.15
-10.50,306.50,70.14,95.58,121.87,103.93,75.96,48.03,32.21,20.74,13.67,11.70,13.62,35.35
-10.50,307.50,66.44,90.56,116.54,106.32,78.31,49.14,33.05,21.30,14.26,12.33,14.27,34.17
-10.50,308.50,72.71,100.02,130.70,126.59,98.10,62.50,42.19,27.37,18.35,15.50,17.53,36.02
-10.50,309.50,63.41,86.30,117.37,120.33,98.80,64.79,44.15,28.82,19.01,15.52,15.65,30.54
-10.50,310.50,51.41,73.60,108.71,118.70,97.65,63.76,43.59,28.61,18.99,15.11,13.98,23.05
-10.50,311.50,40.71,58.47,87.83,95.82,78.27,51.73,35.56,23.36,15.67,12.24,11.42,17.51
-10.50,312.50,41.44,59.22,87.26,89.25,71.58,46.52,31.58,20.42,13.31,10.20,9.72,17.69
-10.50,313.50,26.63,37.45,57.01,59.74,50.08,33.44,23.10,15.20,10.03,8.13,7.36,12.09
-10.50,314.50,4.10,6.30,9.74,11.28,9.52,6.30,4.28,2.77,1.79,1.49,1.39,1.89
-10.50,315.50,2.65,3.95,5.62,7.54,6.55,4.27,2.87,1.84,1.17,0.98,1.08,1.39
-10.50,316.50,3.84,5.71,6.64,8.18,7.26,4.87,3.39,2.26,1.53,1.39,1.64,1.89
-10.50,317.50,4.28,5.42,6.01,6.08,4.98,3.54,2.64,1.91,1.38,1.38,1.67,2.12
-10.50,318.50,2.62,3.26,3.04,2.58,1.70,1.10,0.80,0.58,0.40,0.59,0.81,0.91
-10.50,320.50,5.25,6.62,5.47,4.54,3.22,2.03,1.21,0.73,0.49,0.88,1.24,1.38
-9.50,16.50,11.68,11.98,13.60,15.25,12.80,8.47,5.75,3.78,3.17,3.53,4.84,8.66
-9.50,17.50,19.43,19.53,22.71,26.17,22.13,14.44,9.73,6.40,4.84,4.83,6.75,13.59
-9.50,18.50,29.00,28.92,35.25,40.21,33.77,21.41,14.14,9.14,6.44,5.71,10.78,21.68
-9.50,19.50,40.88,42.50,51.57,54.21,43.06,26.58,17.18,10.78,7.08,5.73,12.52,25.61
-9.50,20.50,43.13,47.45,56.55,55.98,44.18,27.75,18.26,11.74,7.81,6.66,13.93,25.37
-9.50,21.50,39.84,47.07,55.49,52.34,41.16,26.39,17.75,11.71,8.00,7.07,12.53,22.21
-9.50,22.50,37.38,48.85,58.01,53.95,42.03,27.21,18.51,12.26,8.46,7.26,8.79,17.53
-9.50,23.50,37.22,52.12,64.42,58.64,44.57,28.95,19.80,13.09,8.80,7.16,7.91,16.22
-9.50,24.50,38.71,51.53,63.07,55.57,40.68,26.07,17.69,11.58,7.73,6.19,7.14,14.84
-9.50,25.50,28.01,38.84,47.61,42.74,31.49,20.40,14.03,9.28,6.28,5.10,6.13,10.34
-9.50,26.50,15.22,22.72,33.67,31.95,23.84,15.39,10.55,6.94,4.67,3.83,5.08,7.12
-9.50,27.50,16.31,25.86,37.47,35.85,26.62,17.06,11.57,7.54,4.96,3.89,4.88,7.74
-9.50,28.50,22.28,31.58,44.83,43.85,33.81,22.49,15.85,10.74,7.24,5.76,6.39,9.97
-9.50,29.50,24.98,37.65,56.83,54.12,40.77,26.49,18.31,12.16,8.02,6.38,7.12,11.55
-9.50,30.50,28.76,42.17,62.52,57.34,42.38,27.45,18.92,12.51,8.12,6.24,6.79,13.29
-9.50,31.50,22.17,32.34,49.01,44.82,33.37,21.71,14.95,9.87,6.36,4.72,4.98,9.29
-9.50,33.50,7.41,11.29,16.98,21.70,17.76,11.64,7.99,5.22,3.32,2.31,1.89,2.75
-9.50,34.50,48.83,79.26,126.86,159.47,130.47,86.24,58.94,38.37,24.33,16.78,13.21,18.08
-9.50,35.50,3.90,6.82,10.98,13.91,11.40,7.30,4.90,3.13,1.95,1.31,1.02,1.33
-9.50,36.50,3.48,6.16,10.05,13.99,11.45,7.23,4.81,3.06,1.89,1.29,1.01,1.29
-9.50,282.50,2.52,2.94,4.47,4.92,4.39,3.37,2.66,1.97,1.47,1.24,1.34,1.76
-9.50,283.50,11.29,11.58,15.41,14.48,11.46,8.75,7.11,5.29,3.87,3.59,5.36,8.47
-9.50,284.50,21.61,21.45,26.40,22.84,17.28,13.29,11.11,8.48,6.27,6.22,10.41,16.80
-9.50,285.50,9.42,10.27,12.44,12.89,11.89,9.43,7.82,5.82,4.07,3.34,4.22,6.28
-9.50,286.50,6.71,8.05,10.96,12.64,11.88,9.16,7.16,5.08,3.45,2.70,2.74,3.92
-9.50,287.50,67.73,82.74,115.81,130.96,116.52,86.18,63.56,43.36,28.98,23.44,23.49,38.08
-9.50,288.50,67.65,89.68,129.59,142.09,121.11,85.61,60.68,40.65,26.70,22.18,22.12,34.25
-9.50,289.50,47.30,62.56,87.25,93.13,77.47,52.98,36.86,24.38,16.02,13.42,13.27,22.21
-9.50,290.50,46.56,65.41,91.00,95.74,78.89,53.43,37.00,24.32,16.08,13.07,12.38,21.20
-9.50,291.50,52.75,76.46,109.44,116.94,93.99,63.34,44.07,28.99,19.11,15.61,15.06,25.44
-9.50,292.50,52.44,76.69,116.31,127.32,99.39,66.03,45.87,30.11,19.83,15.97,15.50,25.35
-9.50,293.50,53.13,77.44,117.53,128.52,100.88,67.21,46.89,30.74,20.37,15.94,15.49,25.09
-9.50,294.50,57.84,80.79,118.26,122.28,96.50,65.33,46.08,30.53,20.48,16.34,15.63,26.45
-9.50,295.50,87.16,113.64,156.33,153.86,119.59,80.92,56.92,37.86,25.75,20.74,19.83,39.05
-9.50,296.50,157.35,209.63,282.20,266.17,198.75,133.27,93.00,61.70,42.04,34.65,33.88,70.81
-9.50,297.50,159.25,219.71,293.51,268.38,198.74,133.88,93.37,61.79,42.23,34.58,33.73,70.75
-9.50,298.50,148.50,213.24,288.37,252.53,190.36,126.79,87.68,57.82,39.02,31.86,30.80,64.67
-9.50,299.50,137.38,200.98,272.44,250.56,190.45,125.74,87.22,57.91,38.93,31.83,31.05,62.25
-9.50,300.50,144.70,214.91,285.30,260.38,196.02,126.70,87.22,57.61,38.61,31.40,30.36,64.94
-9.50,301.50,76.04,110.19,140.93,124.82,88.82,56.75,38.53,25.12,16.75,13.76,13.99,35.68
-9.50,302.50,94.90,136.71,167.74,137.90,97.59,62.63,42.62,27.92,18.76,15.97,17.39,45.52
-9.50,303.50,106.62,144.54,181.85,142.31,100.23,63.56,43.02,28.02,18.75,16.39,22.13,55.77
-9.50,304.50,107.62,144.78,183.20,149.27,104.60,64.90,43.54,28.16,18.57,16.24,23.54,57.62
-9.50,305.50,70.24,97.16,128.02,117.27,85.66,53.79,36.30,23.64,15.53,12.67,13.00,32.07
-9.50,306.50,62.74,90.61,123.58,112.43,85.42,54.03,36.29,23.50,15.54,12.53,12.05,27.11
-9.50,307.50,60.61,87.35,119.76,114.05,87.14,54.93,37.14,24.15,16.22,13.58,13.00,28.47
-9.50,308.50,56.65,79.47,110.18,107.55,86.09,54.13,36.35,23.60,15.90,13.16,12.87,27.71
-9.50,309.50,60.76,85.06,116.70,121.16,106.34,66.76,44.62,28.82,18.80,15.08,14.38,28.10
-9.50,310.50,37.90,50.74,71.71,75.03,64.30,40.19,26.91,17.41,11.40,8.97,8.96,16.15
-9.50,311.50,49.99,69.86,97.60,104.84,85.56,54.69,36.61,23.47,15.31,11.69,11.02,19.17
-9.50,312.50,42.66,63.07,90.54,93.07,77.00,48.87,32.35,20.47,13.11,9.78,8.67,16.55
-9.50,313.50,21.27,32.23,50.34,52.28,44.88,29.25,19.85,12.90,8.45,6.62,5.58,8.44
-9.50,314.50,5.08,8.13,12.70,14.36,12.19,8.03,5.42,3.49,2.26,1.78,1.53,1.96
-9.50,315.50,2.21,3.67,5.28,6.98,6.18,4.05,2.72,1.74,1.11,0.93,0.95,1.02
-9.50,316.50,1.28,2.01,2.26,2.61,2.17,1.42,0.98,0.65,0.43,0.47,0.59,0.60
-9.50,317.50,1.34,1.78,1.94,2.01,1.60,1.07,0.79,0.57,0.41,0.48,0.55,0.57
-9.50,318.50,2.70,3.42,3.60,3.32,2.50,1.72,1.30,0.96,0.69,0.83,0.91,0.96
-8.50,16.50,19.75,19.69,21.86,23.90,20.70,13.41,8.91,5.75,4.15,4.21,6.11,12.75
-8.50,17.50,26.11,22.85,24.54,28.79,25.51,16.41,10.84,7.05,5.01,4.93,8.64,19.50
-8.50,18.50,41.66,37.64,43.52,48.34,40.99,25.68,16.71,10.69,7.35,6.74,13.84,31.84
-8.50,19.50,48.67,48.83,57.97,59.43,46.96,28.90,18.60,11.77,7.82,6.57,15.66,32.01
-8.50,20.50,48.56,48.91,55.96,56.47,46.15,29.49,19.60,12.92,9.00,8.26,18.27,30.96
-8.50,21.50,46.05,46.10,50.75,50.79,42.80,28.11,19.20,13.12,9.46,9.47,18.56,30.79
-8.50,22.50,42.64,47.70,54.07,53.70,44.22,29.03,19.94,13.66,9.86,9.10,14.55,26.66
-8.50,23.50,36.55,46.33,56.97,56.27,44.53,29.08,19.97,13.52,9.46,7.76,9.49,19.08
-8.50,24.50,34.75,42.67,54.89,53.21,39.84,25.59,17.38,11.58,7.94,6.51,7.65,15.04
-8.50,25.50,29.90,39.48,48.91,45.11,33.26,21.47,14.71,9.75,6.72,5.45,6.16,11.39
-8.50,26.50,17.79,24.04,31.58,31.51,24.26,16.02,11.23,7.56,5.24,4.54,5.73,8.61
-8.50,27.50,17.04,26.48,37.35,35.89,26.98,17.20,11.58,7.51,4.98,4.09,5.55,8.40
-8.50,28.50,15.19,21.60,29.58,29.35,23.39,15.67,11.09,7.56,5.26,4.52,6.00,8.33
-8.50,29.50,22.52,28.72,37.56,36.15,28.77,19.36,13.89,9.58,6.66,5.46,7.10,11.86
-8.50,30.50,32.98,39.95,50.60,46.36,35.62,23.80,16.90,11.57,7.82,6.04,7.44,15.43
-8.50,33.50,29.26,40.36,49.48,43.75,33.27,21.47,14.59,9.44,6.00,4.34,5.16,11.18
-8.50,34.50,22.75,32.78,40.37,37.90,29.16,18.79,12.74,8.24,5.23,3.73,4.48,9.04
-8.50,35.50,2.38,3.79,5.32,6.82,5.87,3.83,2.60,1.68,1.06,0.73,0.65,0.93
-8.50,36.50,2.90,4.73,7.03,10.45,9.29,5.98,4.00,2.56,1.59,1.11,0.89,1.08
-8.50,37.50,13.99,21.46,37.91,60.00,55.69,37.09,24.84,16.05,10.00,8.34,7.67,7.97
-8.50,282.50,3.72,4.01,5.73,6.09,5.34,4.18,3.36,2.46,1.79,1.57,1.94,2.77
-8.50,283.50,13.69,13.39,17.73,17.11,14.03,11.00,9.13,6.75,4.87,4.51,6.80,10.46
-8.50,284.50,16.45,15.75,20.15,19.80,16.49,12.62,10.49,7.72,5.57,5.44,8.66,12.73
-8.50,285.50,5.09,6.04,8.27,10.31,10.48,8.44,6.89,4.92,3.37,2.66,2.53,3.00
-8.50,286.50,36.13,44.29,65.07,79.01,75.74,57.94,45.23,31.80,21.45,16.96,16.45,21.93
-8.50,287.50,39.54,49.12,72.06,83.88,76.14,56.68,42.02,28.71,19.11,15.45,14.84,22.96
-8.50,288.50,51.57,66.07,95.50,105.69,92.13,65.84,47.17,31.73,21.11,17.17,17.58,26.27
-8.50,289.50,85.61,111.75,157.29,168.88,140.75,97.65,68.55,45.83,30.30,24.78,25.63,39.70
-8.50,290.50,63.03,82.68,114.23,121.94,99.61,68.21,47.90,31.94,21.06,16.95,17.00,28.11
-8.50,291.50,73.04,95.23,136.97,141.21,108.15,73.91,52.22,34.73,22.91,18.90,19.87,36.30
-8.50,292.50,73.37,100.69,153.66,156.22,114.76,76.79,54.11,35.82,23.87,19.44,20.10,38.19
-8.50,293.50,74.74,106.49,157.75,159.79,115.63,77.38,54.67,36.03,24.21,19.35,19.89,38.07
-8.50,294.50,78.54,110.75,160.14,153.64,115.56,77.56,54.94,36.53,24.59,19.84,19.53,38.80
-8.50,295.50,106.55,142.37,194.03,185.03,139.62,93.50,66.30,44.11,29.86,23.73,22.63,49.73
-8.50,296.50,179.65,238.24,328.14,302.64,226.28,152.52,107.84,71.61,48.98,39.43,38.44,81.66
-8.50,297.50,186.37,248.37,339.38,296.95,225.25,153.38,108.30,71.70,49.26,40.21,40.19,86.91
-8.50,298.50,182.22,254.81,333.77,277.29,213.38,143.90,100.91,66.45,45.13,36.83,36.50,84.31
-8.50,299.50,155.80,241.63,318.46,285.82,220.94,144.37,100.54,66.28,44.01,34.97,33.45,71.14
-8.50,300.50,163.16,254.26,329.80,308.19,235.09,146.11,99.30,64.51,42.15,32.94,30.63,74.13
-8.50,301.50,81.91,119.72,150.69,140.75,104.24,65.13,43.85,28.29,18.40,14.78,14.97,40.10
-8.50,302.50,103.43,147.59,185.57,158.43,115.72,73.99,50.53,33.08,22.16,18.28,20.21,51.16
-8.50,303.50,100.43,138.85,181.49,155.96,112.66,70.75,48.02,31.43,21.03,17.50,20.67,51.98
-8.50,305.50,15.86,22.37,31.38,31.97,26.22,16.70,11.35,7.48,5.04,4.18,4.02,7.09
-8.50,306.50,56.71,78.40,111.92,111.95,94.00,59.69,40.36,26.50,17.82,14.57,13.10,25.32
-8.50,307.50,59.13,82.26,117.24,114.72,92.05,58.94,39.78,25.97,17.33,14.42,13.15,28.56
-8.50,308.50,51.82,74.64,103.40,105.46,89.33,57.18,38.33,24.92,16.73,13.57,11.79,24.66
-8.50,309.50,36.97,52.18,71.45,75.80,67.83,42.15,28.20,18.24,12.00,9.70,8.88,16.73
-8.50,310.50,38.13,53.49,70.63,74.91,68.79,41.83,27.60,17.53,11.20,8.58,8.34,15.92
-8.50,311.50,51.15,76.16,103.77,112.45,95.09,59.41,38.95,24.39,15.34,11.28,9.69,18.21
-8.50,312.50,39.59,61.98,89.39,98.28,86.28,53.69,35.23,22.13,13.92,10.18,8.23,13.51
-8.50,313.50,8.10,13.37,20.08,22.16,20.28,13.26,8.96,5.81,3.77,2.94,2.36,3.10
-8.50,314.50,5.09,8.88,14.01,16.01,14.35,9.54,6.45,4.17,2.72,2.12,1.74,2.02
-8.50,315.50,2.87,5.12,7.23,9.31,8.68,5.76,3.87,2.48,1.57,1.28,1.12,1.09
-8.50,316.50,1.80,3.10,3.73,5.08,4.63,3.08,2.07,1.33,0.86,0.73,0.73,0.71
-8.50,317.50,1.22,2.04,2.40,3.03,2.58,1.66,1.11,0.72,0.47,0.45,0.48,0.51
-8.50,318.50,0.88,1.43,1.68,1.60,1.24,0.77,0.51,0.33,0.22,0.25,0.26,0.36
-7.50,15.50,25.46,23.71,24.69,25.75,24.44,16.32,10.92,7.01,4.92,5.33,8.86,19.17
-7.50,16.50,31.32,28.44,30.28,32.77,30.13,19.45,12.74,8.12,5.55,5.73,11.28,22.55
-7.50,17.50,41.87,35.23,38.32,43.96,41.22,26.34,17.18,11.01,7.56,7.83,17.62,32.91
-7.50,18.50,51.62,45.70,52.75,58.47,49.67,30.90,19.93,12.75,8.70,8.77,20.32,39.06
-7.50,19.50,48.84,47.82,55.54,59.80,49.09,30.56,19.79,12.80,8.66,7.58,16.10,30.82
-7.50,20.50,44.54,43.79,49.55,54.78,49.06,31.81,21.13,14.16,10.00,9.53,18.03,28.84
-7.50,21.50,47.56,45.84,50.25,54.66,50.25,33.51,22.76,15.86,11.57,11.98,21.52,34.30
-7.50,22.50,49.04,51.69,57.61,56.77,47.76,31.95,22.06,15.55,11.44,10.83,18.25,33.81
-7.50,23.50,38.75,42.99,50.62,50.82,41.04,27.18,18.97,13.39,9.67,8.47,11.42,23.39
-7.50,24.50,29.05,34.31,42.69,42.07,32.78,21.26,14.62,10.06,7.04,6.46,8.26,15.98
-7.50,25.50,30.34,37.30,43.98,40.20,30.00,19.22,13.08,8.75,6.13,5.38,7.04,14.27
-7.50,26.50,21.92,28.21,32.86,30.50,22.97,15.04,10.48,7.13,5.14,4.92,6.82,10.75
-7.50,27.50,20.61,27.04,34.33,32.94,25.46,16.61,11.47,7.65,5.40,5.06,7.34,11.51
-7.50,28.50,22.16,30.41,41.17,43.54,35.66,23.73,16.52,11.04,7.54,6.41,8.43,12.12
-7.50,29.50,31.04,38.44,47.48,47.40,38.59,26.05,18.57,12.69,8.70,7.08,9.51,16.06
-7.50,30.50,36.36,42.16,49.53,46.26,36.52,24.52,17.44,11.94,8.09,6.24,8.46,18.33
-7.50,34.50,20.80,28.61,32.01,24.17,17.16,11.03,7.53,4.95,3.22,2.44,3.35,8.72
-7.50,35.50,13.83,19.47,22.84,20.84,16.36,10.68,7.24,4.75,3.13,2.42,3.21,6.91
-7.50,36.50,15.38,22.75,32.32,41.91,38.24,25.41,17.00,10.97,6.96,5.37,5.32,7.79
-7.50,37.50,9.16,11.97,17.23,26.61,25.64,17.97,12.12,8.00,5.17,5.11,5.13,5.96
-7.50,281.50,0.90,1.07,1.89,2.46,2.46,1.92,1.49,1.08,0.81,0.71,0.64,0.66
-7.50,282.50,2.99,3.25,4.66,5.84,5.88,4.72,3.78,2.72,1.95,1.65,1.75,2.28
-7.50,283.50,5.40,5.46,7.40,8.92,9.40,7.83,6.46,4.68,3.29,2.74,3.13,4.25
-7.50,284.50,5.24,5.75,8.25,10.67,11.05,9.01,7.34,5.27,3.69,3.03,3.22,3.83
-7.50,285.50,6.71,7.16,9.97,12.94,12.98,10.30,8.46,6.12,4.28,3.53,3.72,4.74
-7.50,286.50,77.70,84.12,119.09,140.03,131.68,99.31,78.36,56.06,39.10,32.61,38.02,54.72
-7.50,287.50,56.40,62.69,88.72,100.51,92.27,69.34,52.94,37.06,25.13,20.49,23.83,38.92
-7.50,288.50,73.45,85.19,117.34,127.14,111.91,82.82,62.19,42.87,29.24,24.12,27.95,43.87
-7.50,289.50,114.91,143.66,198.51,202.53,165.87,116.76,84.88,57.59,38.66,31.60,35.86,58.29
-7.50,290.50,84.76,107.75,146.11,145.45,117.40,81.39,58.74,39.71,26.25,21.63,24.03,41.50
-7.50,291.50,98.58,122.41,163.57,157.01,124.03,85.77,61.84,41.63,27.65,23.20,28.74,52.90
-7.50,292.50,95.78,126.82,171.22,161.69,124.97,86.01,62.07,41.55,27.98,22.80,26.44,52.85
-7.50,293.50,109.80,154.41,207.66,194.04,146.91,99.66,71.71,47.96,32.33,26.31,30.15,59.86
-7.50,294.50,91.78,127.05,176.64,165.92,129.36,87.09,62.61,42.02,28.32,23.07,24.36,48.59
-7.50,295.50,113.62,150.89,206.20,197.27,154.51,105.32,75.42,50.64,34.36,27.71,27.73,57.43
-7.50,296.50,111.71,148.94,212.73,194.28,153.78,105.70,75.47,50.42,33.79,26.67,25.11,52.25
-7.50,297.50,191.20,260.63,354.61,309.90,247.83,173.00,124.21,83.18,56.27,45.36,43.57,88.21
-7.50,298.50,189.27,277.17,362.65,305.67,242.77,167.50,119.32,79.20,53.54,43.08,40.13,84.87
-7.50,299.50,180.44,280.03,372.87,322.56,255.10,168.16,117.90,77.61,51.18,40.06,36.93,79.54
-7.50,300.50,184.64,290.47,387.70,338.43,263.76,164.96,111.83,71.81,46.20,34.78,31.39,77.01
-7.50,301.50,85.13,126.83,172.90,156.52,121.05,75.41,51.25,33.20,21.73,17.05,16.21,36.90
-7.50,305.50,52.57,79.53,116.63,120.63,105.86,67.03,45.27,30.06,20.68,16.70,14.98,23.29
-7.50,306.50,49.65,71.05,109.72,116.48,100.35,64.13,43.57,29.02,19.89,16.01,13.75,22.04
-7.50,307.50,44.91,67.87,107.63,115.97,96.48,63.06,43.04,28.62,19.25,15.73,13.38,21.42
-7.50,308.50,40.33,62.10,97.74,106.23,93.49,62.11,42.49,28.16,19.10,15.48,13.30,20.51
-7.50,309.50,37.02,57.43,89.02,100.77,94.06,61.09,41.67,27.48,18.44,15.06,12.94,18.29
-7.50,310.50,23.37,39.99,60.68,71.21,69.14,43.16,28.69,18.37,11.70,8.92,7.13,10.13
-7.50,311.50,33.19,63.44,97.21,112.74,102.55,64.04,42.27,26.64,16.70,12.14,9.17,12.73
-7.50,312.50,27.42,51.46,81.16,95.49,89.43,55.81,36.91,23.31,14.68,10.58,7.86,10.14
-7.50,313.50,5.48,9.97,16.53,20.52,20.03,13.36,9.07,5.88,3.79,2.85,2.12,2.41
-7.50,314.50,4.45,7.26,11.96,15.57,15.13,10.14,6.91,4.50,2.94,2.27,1.75,1.84
-7.50,315.50,3.80,6.32,9.27,12.94,12.76,8.43,5.67,3.63,2.33,1.81,1.47,1.32
-7.50,316.50,3.13,5.29,7.19,10.35,10.53,6.96,4.64,2.95,1.87,1.42,1.13,1.03
-7.50,317.50,2.21,3.99,5.46,7.73,7.62,4.97,3.31,2.10,1.33,0.99,0.75,0.84
-7.50,318.50,1.81,3.77,4.64,5.86,5.24,3.51,2.35,1.50,0.95,0.74,0.55,0.82
-7.50,319.50,2.57,5.24,6.88,7.42,6.63,4.55,3.12,2.00,1.27,0.93,0.65,1.01
-7.50,320.50,5.31,11.55,16.42,20.73,21.99,15.38,10.47,6.64,4.18,2.88,1.84,2.04
-7.50,321.50,3.31,7.27,9.88,14.83,18.82,14.02,9.54,6.10,3.80,2.63,1.60,1.41
